"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","DE_index"
"Rv0360c",1.33241367080874,5.10537596605489,11.4963974900305,7.53031884645009e-07,4.40364880734423e-06,5.973357033095,"Rv0360c",52
"Rv2096c",-1.05550429408204,6.19621982420514,-11.4841354925744,7.60166937758037e-07,4.43868905160069e-06,5.81402364589668,"Rv2096c",52
"Rv3848",1.26850873398262,6.44326892967037,11.4659775137095,7.70869676194168e-07,4.49442485384678e-06,5.73798585731931,"Rv3848",52
"Rv2897c",-1.61023367713172,3.6220066264129,-11.4460681280521,7.8279552118421e-07,4.55711395615935e-06,6.29179712120382,"Rv2897c",52
"Rv2761c",-1.0123773921141,5.5993098779695,-11.4320848826881,7.9129280010114e-07,4.59968554310289e-06,5.86483308398731,"Rv2761c",52
"Rv3268",-0.985320920844771,6.8991294951951,-11.4182670125789,7.99789303306957e-07,4.63710645476543e-06,5.6658699219142,"Rv3268",52
"Rv1887a",-0.910338655542934,5.4902757203437,-11.4177343966319,8.00118806256203e-07,4.63710645476543e-06,5.86955386831723,"Rv1887a",52
"Rv3175",1.85079855849018,3.87832177603814,11.4115257792288,8.03970797943725e-07,4.64743974008523e-06,6.18074384467829,"Rv3175",52
"Rv0390",-1.11916491176941,5.14795405327413,-11.4110038889564,8.04295520303187e-07,4.64743974008523e-06,5.93818408113359,"Rv0390",52
"Rv1875",0.99301926309696,5.49084389267853,11.404109961511,8.08598511025758e-07,4.66536109704758e-06,5.82396028080907,"Rv1875",52
"Rv0314c",0.853069144831337,6.86827417680416,11.394422041206,8.1468826474285e-07,4.69352304450517e-06,5.6282396085006,"Rv0314c",52
"Rv3908",-0.806433801499778,6.04374967740723,-11.3755257578513,8.26711934988653e-07,4.75573695342362e-06,5.7381244003661,"Rv3908",52
"Rv3196A",1.31097987806493,4.36343423822063,11.3692181215515,8.30768794242246e-07,4.77200477521101e-06,6.02625431553396,"Rv3196A",52
"Rv0946c",0.9656531871335,7.18845045997162,11.3616267203822,8.35680373816247e-07,4.7931268707954e-06,5.57080747131966,"Rv0946c",52
"Rv3854c",1.016523610655,10.3910638485897,11.3543580660452,8.40413068357155e-07,4.81211267066825e-06,5.50843912896555,"Rv3854c",52
"Rv2926c",0.980471358438344,8.43029531921025,11.3519752497666,8.41970950881884e-07,4.81211267066825e-06,5.48891956890716,"Rv2926c",52
"Rv1073",0.735424862053737,7.64225826066755,11.3508490341609,8.42708373951689e-07,4.81211267066825e-06,5.52447078490534,"Rv1073",52
"Rv1295",-0.710711712037766,7.48766174089317,-11.3467658089395,8.4538794637654e-07,4.82032510393554e-06,5.5456303024608,"Rv1295",52
"Rv2676c",0.823586528182762,6.81060275339054,11.3428855166944,8.47943028190149e-07,4.82780466050198e-06,5.59264877199395,"Rv2676c",52
"Rv2398c",-1.45783160243143,4.74411170049234,-11.3324682062336,8.54844670664335e-07,4.85960778842732e-06,5.95351371900405,"Rv2398c",52
"Rv2128",-1.15242457735052,4.97261400748975,-11.3306855839331,8.56031863838343e-07,4.85960778842732e-06,5.91494002081912,"Rv2128",52
"Rv1496",-1.01506664325252,4.91701233229495,-11.3186894883532,8.64068333941153e-07,4.89806911050146e-06,5.90285340992796,"Rv1496",52
"Rv0786c",0.873765581721072,5.40703553096488,11.3063091562224,8.72449269162354e-07,4.93836809352394e-06,5.75440983230399,"Rv0786c",52
"Rv2684",-0.85949974747927,5.51021452889318,-11.2973728988868,8.7855424115926e-07,4.95859584601789e-06,5.76291526763301,"Rv2684",52
"Rv0680c",1.14957205768662,5.2167050192604,11.2964654945422,8.79176773008042e-07,4.95859584601789e-06,5.79151794130436,"Rv0680c",52
"Rv2393",1.35586282230971,8.02656277993641,11.2954793721295,8.79853859878013e-07,4.95859584601789e-06,5.45381679893253,"Rv2393",52
"Rv0175",0.751878564670491,8.93201672020037,11.2833944513515,8.88198273659441e-07,4.99836796611537e-06,5.42824585982537,"Rv0175",52
"Rv3423c",-0.680600710864636,7.17935991731514,-11.2661281388755,9.00271661334987e-07,5.05668016094708e-06,5.50471316273688,"Rv3423c",52
"Rv0220",0.673672995611799,9.72913621562292,11.2648610640623,9.01164736383049e-07,5.05668016094708e-06,5.42078421497943,"Rv0220",52
"Rv1080c",-0.73564831466906,8.52667229809565,-11.2628769550338,9.02565157217239e-07,5.05723016662993e-06,5.42340884058842,"Rv1080c",52
"Rv0773c",-0.987465644142032,6.1183403324394,-11.2598918666294,9.0467659679104e-07,5.05969951120957e-06,5.6286171154715,"Rv0773c",52
"Rv1598c",0.969166401283152,6.66862987980813,11.2585719548553,9.05611939297104e-07,5.05969951120957e-06,5.54020076217695,"Rv1598c",52
"Rv2156c",0.909734586804431,7.2704662797682,11.2560315711832,9.07415150429197e-07,5.06248998436289e-06,5.47645653838938,"Rv2156c",52
"Rv0308",0.64308201353506,7.57696002394513,11.2512652073161,9.10809061899332e-07,5.0741342716716e-06,5.44337432752357,"Rv0308",52
"Rv3426",-1.31246047395009,4.92151621841148,-11.2455676812193,9.14884332076944e-07,5.08953561813005e-06,5.86352365232844,"Rv3426",52
"Rv0509",1.43824015205868,10.4891668139743,11.2323210131395,9.24436966756214e-07,5.13532008857565e-06,5.41218451065141,"Rv0509",52
"Rv1883c",0.801369800193904,7.9813803814743,11.2302606004525,9.25932630481687e-07,5.13628057737199e-06,5.40201166870383,"Rv1883c",52
"Rv3028c",-0.706179809656557,8.65496959561751,-11.2146626184782,9.37341948848974e-07,5.19215233577827e-06,5.37863638183191,"Rv3028c",52
"Rv1019",0.740864637305751,6.60449151352455,11.1990252410585,9.48935385395721e-07,5.24429137723077e-06,5.49271842107779,"Rv1019",52
"Rv1837c",-0.746749902965753,9.60043836081781,-11.1983282423205,9.49455791448166e-07,5.24429137723077e-06,5.36429710615091,"Rv1837c",52
"Rv2984",0.995953458699271,7.83739689698207,11.1933024709494,9.53217524347508e-07,5.25759040772923e-06,5.37438870552524,"Rv2984",52
"Rv3166c",1.13860796815982,5.26086842843084,11.1889037611813,9.56523354348328e-07,5.26834068785043e-06,5.68657183659048,"Rv3166c",52
"Rv3743c",1.92141869334468,2.656771810468,11.1646860209499,9.74951250939069e-07,5.36223188016488e-06,6.17787322276421,"Rv3743c",52
"Rv0939",0.666475980309409,8.52435954669693,11.1621290681424,9.76919563443236e-07,5.36545780035373e-06,5.32492884721781,"Rv0939",52
"Rv3577",-0.954182404026124,5.12263427452585,-11.1453706463233,9.89928626255361e-07,5.4292271973864e-06,5.71127182105825,"Rv3577",52
"Rv3781",-1.27082396245288,4.96814070533576,-11.1372711977657,9.9628413604917e-07,5.45637701026647e-06,5.7427498212674,"Rv3781",52
"Rv3726",0.964933564376711,7.46755229546852,11.1308735993928,1.00133593478591e-06,5.47632033066718e-06,5.35192104515006,"Rv3726",52
"Rv2516c",1.13305138096696,5.29263661137709,11.1268879201184,1.00449741537553e-06,5.48588391547565e-06,5.62775433523527,"Rv2516c",52
"Rv1702c",-1.70339825120007,3.33392710393661,-11.1227455355906,1.0077948260073e-06,5.49616195138532e-06,6.0856065047791,"Rv1702c",52
"Rv0715",-0.874752848662472,6.44784074734439,-11.1199639780462,1.010015669874e-06,5.50054817127734e-06,5.46664302453267,"Rv0715",52
"Rv3746c",-2.13441136510996,3.17985661639379,-11.0746893350418,1.04693042416146e-06,5.69360061207138e-06,6.09006777617756,"Rv3746c",52
"Rv2025c",2.2832539424673,5.38446436193309,11.0616571447255,1.05782923502843e-06,5.74482646100053e-06,5.59332913110889,"Rv2025c",52
"Rv3826",2.05409826245072,6.86138091566448,11.0546048036261,1.06377905095579e-06,5.76906990902421e-06,5.33937399071535,"Rv3826",52
"Rv1257c",-0.72237245450741,7.00474149804925,-11.0521856730984,1.06582845110818e-06,5.77212256018558e-06,5.33470008275257,"Rv1257c",52
"Rv2503c",1.07789036457446,5.27384590300876,11.0085872539825,1.10351717499296e-06,5.96790695055387e-06,5.51490748198155,"Rv2503c",52
"Rv3808c",-0.70856530183591,8.3436045479421,-10.9970044727472,1.11377448325143e-06,6.01500183374866e-06,5.19945246570373,"Rv3808c",52
"Rv2867c",0.845695898536152,8.35794240924069,10.9821529455495,1.12708007197354e-06,6.07840544371284e-06,5.17148521024267,"Rv2867c",52
"Rv1563c",-0.835600402524009,5.87251063107037,-10.9755829960433,1.13302177944481e-06,6.10197443770346e-06,5.42564940202751,"Rv1563c",52
"Rv3750c",0.930141372844198,6.95548759830194,10.972665716496,1.13567112602456e-06,6.10777144370274e-06,5.26261221600903,"Rv3750c",52
"Rv1662",0.880930463060215,5.95239686225634,10.9649072632257,1.142750200588e-06,6.13734305516349e-06,5.37766546826086,"Rv1662",52
"Rv3429",-1.28336755036425,7.64818335944932,-10.9241737359285,1.18072136788114e-06,6.33251529210285e-06,5.19054091297119,"Rv3429",52
"Rv1057",-1.00483578499662,5.80292983564195,-10.9206981271104,1.18402490912911e-06,6.34147409951495e-06,5.39865451297,"Rv1057",52
"Rv1570",-0.887190383120111,5.50907314559207,-10.9172918712439,1.18727238733781e-06,6.35010837470071e-06,5.43532657029432,"Rv1570",52
"Rv2639c",1.16788859987264,5.09235386952668,10.9080599365604,1.1961233015692e-06,6.38864756532765e-06,5.47816725059409,"Rv2639c",52
"Rv2507",0.940496607302713,7.20141085753782,10.9025736042821,1.20141752966976e-06,6.40811025784024e-06,5.17173387997951,"Rv2507",52
"Rv0515",-1.93242456130894,3.71786038920752,-10.9003156020771,1.20360394227602e-06,6.41096585440024e-06,5.82883452437608,"Rv0515",52
"Rv0812",-1.01043339624054,4.93627264107455,-10.8830117027023,1.2205050795379e-06,6.49208386828173e-06,5.52950165913693,"Rv0812",52
"Rv2163c",-0.977133574003505,7.10479010699182,-10.8512067040096,1.25225403415818e-06,6.65185008842162e-06,5.15835086979326,"Rv2163c",52
"Rv1294",-0.691233119164322,7.40062160713627,-10.8425510123466,1.26105077279734e-06,6.68942643548096e-06,5.11600652010838,"Rv1294",52
"Rv1351",1.54070052094223,4.36541377252851,10.837177833355,1.26654565024205e-06,6.70940894937229e-06,5.54744914749769,"Rv1351",52
"Rv0421c",-1.03474443201374,5.53003501337188,-10.8232740936916,1.28088679054321e-06,6.77613543280557e-06,5.3503751788555,"Rv0421c",52
"Rv1699",-0.71518252131966,7.45807522826282,-10.8165177192634,1.2879200479882e-06,6.8040728521608e-06,5.08846728059566,"Rv1699",52
"Rv3688c",0.910724730535065,7.09491648163834,10.7835824209947,1.32281809618979e-06,6.97894384171871e-06,5.08208786494755,"Rv3688c",52
"Rv3767c",1.13985560403593,7.00847009429266,10.7812387432427,1.3253407473618e-06,6.98276543013009e-06,5.08341326836052,"Rv3767c",52
"Rv2395B",0.857603811402318,7.77916254655092,10.749213442004,1.36034639100403e-06,7.15748649900899e-06,4.99481470054,"Rv2395B",52
"Rv1828",0.599466929961154,7.6970549914607,10.7426256495097,1.36767249628623e-06,7.17816536089247e-06,4.99082324470636,"Rv1828",52
"Rv2152c",-0.801175044867882,7.22433125685665,-10.7423555176994,1.3679738261809e-06,7.17816536089247e-06,5.04635227534711,"Rv2152c",52
"Rv2447c",-1.04254804531227,6.78770983294699,-10.7396812988866,1.37096083398392e-06,7.18413079400752e-06,5.09467217819756,"Rv2447c",52
"Rv1220c",-0.763700532813067,7.09355386602847,-10.7211001766593,1.39191420267545e-06,7.28410087464795e-06,5.0361286433746,"Rv1220c",52
"Rv0897c",-0.795195224621618,6.38270421959069,-10.7166683635605,1.39696362110996e-06,7.30068605756389e-06,5.12046634840342,"Rv0897c",52
"Rv2600",0.835660426480342,6.45158302896416,10.7147028768086,1.3992094506133e-06,7.3025944848541e-06,5.09011715243885,"Rv2600",52
"Rv0462",-0.632374667649872,8.43754089112606,-10.7109319769144,1.40352931644289e-06,7.31530783321845e-06,4.94173143217393,"Rv0462",52
"Rv1622c",-1.13986418882736,4.7011516858365,-10.7084423537121,1.40638940618403e-06,7.32038882602224e-06,5.42258972594705,"Rv1622c",52
"Rv2054",1.07951219822432,6.60382719991675,10.6992987831279,1.41694864390853e-06,7.35578275016775e-06,5.05999318663435,"Rv2054",52
"Rv3752c",0.940429404615866,5.60895324860252,10.6982560741882,1.41815831302713e-06,7.35578275016775e-06,5.18971501911109,"Rv3752c",52
"Rv0579",1.0331352890243,6.29384555768889,10.6966980203557,1.41996795932386e-06,7.35578275016775e-06,5.09984165327861,"Rv0579",52
"Rv1619",1.29736782394738,6.12593581845914,10.6960110285044,1.4207666913793e-06,7.35578275016775e-06,5.1041477778354,"Rv1619",52
"Rv3681c",1.032665234837,5.8929472367768,10.6853241698379,1.43325554641072e-06,7.41056096766021e-06,5.14004762784659,"Rv3681c",52
"Rv2061c",1.07985357196814,6.52900542037017,10.682873862316,1.43613598256464e-06,7.41557981422671e-06,5.0395316274731,"Rv2061c",52
"Rv3296",-0.601593904795571,7.84285358144945,-10.680242575237,1.439236249882e-06,7.42171893531449e-06,4.93803514467732,"Rv3296",52
"Rv0426c",0.763920298542521,7.72626128030615,10.6741922107331,1.44639290809835e-06,7.44873164740834e-06,4.93028332583305,"Rv0426c",52
"Rv0277A",0.933834855827858,7.64792967790988,10.6494924331756,1.4760171772491e-06,7.5912247672295e-06,4.91384619467001,"Rv0277A",52
"Rv3723",-0.644169914150599,7.47502036419604,-10.6453522866455,1.48104766889766e-06,7.6070212940868e-06,4.93336007436631,"Rv3723",52
"Rv0941c",0.780720885250423,6.10925147874072,10.6312283491021,1.49835119608836e-06,7.68025190821245e-06,5.05687284955928,"Rv0941c",52
"Rv1411c",0.617036669132265,8.63784312336729,10.6304905882891,1.49926112449782e-06,7.68025190821245e-06,4.85601285924786,"Rv1411c",52
"Rv3863",-0.756829255020627,7.30112582341562,-10.6169656513257,1.51605032081482e-06,7.75602555431347e-06,4.92500997915466,"Rv3863",52
"Rv0730",0.885064921207349,7.58202762642001,10.611380788871,1.52304324568891e-06,7.78154858290796e-06,4.88299206997904,"Rv0730",52
"Rv1095",-0.70250688491422,9.55339907228382,-10.6091464915371,1.52585077204889e-06,7.78564855172909e-06,4.84518979443368,"Rv1095",52
"Rv2198c",-0.851109999460937,6.48503573726975,-10.6028307986768,1.53381760215631e-06,7.81602854222173e-06,5.00332938579305,"Rv2198c",52
"Rv2848c",-0.964216049294166,5.76584928387548,-10.6006765490561,1.53654548649139e-06,7.81966726611543e-06,5.10966220064541,"Rv2848c",52
"Rv0499",-1.04752916882682,5.9456505539463,-10.5874086940374,1.55346423423598e-06,7.8889693970978e-06,5.06720141277128,"Rv0499",52
"Rv2752c",-0.659785590855214,7.39908018500069,-10.5868146406381,1.55422652299248e-06,7.8889693970978e-06,4.8861647268597,"Rv2752c",52
"Rv1043c",-1.3628266813827,5.28639746532261,-10.5837826666996,1.55812355381058e-06,7.89842527342884e-06,5.18874674903969,"Rv1043c",52
"Rv0953c",1.16222063951087,4.41603906068143,10.5725106365329,1.57270601544631e-06,7.96195235720732e-06,5.30852531320632,"Rv0953c",52
"Rv0446c",-0.813853191098467,5.75335366535535,-10.5681273810026,1.57841699033494e-06,7.98045986128979e-06,5.08827241168487,"Rv0446c",52
"Rv2051c",-0.723206872867496,8.34280667852483,-10.5593503074847,1.58992129168758e-06,8.02817213995174e-06,4.81078279167906,"Rv2051c",52
"Rv0228",-0.87565853065134,5.44565792404131,-10.5460116796634,1.60758122709846e-06,8.1068024737965e-06,5.12433815587171,"Rv0228",52
"Rv1207",-0.737327994358527,6.45972224533555,-10.5335139659402,1.62432345895791e-06,8.17946536977214e-06,4.94501853988161,"Rv1207",52
"Rv3623",0.857045170763265,5.90527235006063,10.5321195741494,1.62620326177288e-06,8.17946536977214e-06,4.99184089120726,"Rv3623",52
"Rv0144",0.876483697752143,8.54329668897476,10.5293733561141,1.62991247416041e-06,8.18751634820813e-06,4.76629060120417,"Rv0144",52
"Rv1183",1.05332257660593,8.23876823345743,10.5094272969388,1.65713332502239e-06,8.31349961377514e-06,4.75772154537463,"Rv1183",52
"Rv3675",1.18782431303365,5.65206954387966,10.504796074692,1.66352483223408e-06,8.33479603040639e-06,5.01056692081908,"Rv3675",52
"Rv1714",-1.08190264339161,5.06840238566553,-10.5016166464145,1.66792840271157e-06,8.34609019037248e-06,5.16044695832261,"Rv1714",52
"Rv3437",1.42396586610162,4.97045776695023,10.492499880346,1.68062644025809e-06,8.39880626450731e-06,5.12819458562097,"Rv3437",52
"Rvnr01",2.36531744520735,7.9921377563801,10.48579604898,1.6900314161349e-06,8.43495114248306e-06,4.77301524136773,"Rvnr01",52
"Rv0204c",-0.890638622906647,6.41772034268514,-10.4756200815524,1.70441817957001e-06,8.49583541883226e-06,4.90098404102249,"Rv0204c",52
"Rv3267",-0.747661950760937,8.69797566723109,-10.472198007786,1.70928647658351e-06,8.50917870329972e-06,4.72259318764836,"Rv3267",52
"Rv2550c",1.13826724042978,4.89530124560882,10.4591847363546,1.72793928929128e-06,8.59102210027919e-06,5.11715215758691,"Rv2550c",52
"Rv3805c",-0.614890895687831,8.18015784684234,-10.4570867317846,1.73096737213011e-06,8.59507200253352e-06,4.72092236705654,"Rv3805c",52
"Rv3737",-0.78463637718002,5.90903160868681,-10.4490027773529,1.74268967113783e-06,8.64222732187507e-06,4.94769764287513,"Rv3737",52
"Rv0646c",-0.851033883093814,6.53426327415811,-10.4433269562933,1.750972089018e-06,8.67222528272563e-06,4.86104254465551,"Rv0646c",52
"Rv1299",-0.616266738402633,8.09543498751989,-10.4293363287043,1.77157303998067e-06,8.76308040031204e-06,4.70014721527236,"Rv1299",52
"Rv1324",-0.576228376768842,8.81297139489212,-10.4003042776347,1.81517665542135e-06,8.9673421793907e-06,4.65237806147905,"Rv1324",52
"Rv2857c",-0.889424909569627,5.61683274287541,-10.3960380165897,1.8216829305891e-06,8.98804932589257e-06,4.95768402754969,"Rv2857c",52
"Rv1810",0.923850121900016,7.18337505592124,10.391855563165,1.82808625962774e-06,8.98975459760938e-06,4.71991083229491,"Rv1810",52
"Rv1153c",1.29313715310378,4.64605913232005,10.3915772914168,1.82851316920166e-06,8.98975459760938e-06,5.08780735513861,"Rv1153c",52
"Rv1233c",-0.866041035246957,7.27001835660368,-10.38916456145,1.83221924248039e-06,8.98975459760938e-06,4.72463663321034,"Rv1233c",52
"Rv1716",-1.27053496948309,4.35694143596426,-10.3890415007068,1.83240849084259e-06,8.98975459760938e-06,5.2103898517474,"Rv1716",52
"Rv2482c",0.65619137542231,7.46620446097616,10.3882642115602,1.83360433718945e-06,8.98975459760938e-06,4.68869816835118,"Rv2482c",52
"Rv2219A",0.883034490017198,5.48574139339423,10.3515153271455,1.89113175447613e-06,9.26010668679799e-06,4.90396181736575,"Rv2219A",52
"Rv2380c",-0.924979431601589,6.22220376026491,-10.3461068451759,1.89976432950338e-06,9.29066107236982e-06,4.81414920468741,"Rv2380c",52
"Rv3604c",-0.695571478774272,7.34552810663085,-10.3412223527938,1.9075977456426e-06,9.31723527840281e-06,4.66935323492748,"Rv3604c",52
"Rv1478",-1.10688852353749,6.87080792822829,-10.3388299296202,1.91144748401189e-06,9.32430977439468e-06,4.73277727006828,"Rv1478",52
"Rv1417",-1.01962399936109,5.3238581333843,-10.3349279570623,1.91774460920672e-06,9.34329023531956e-06,4.95354583338033,"Rv1417",52
"Rv0974c",1.40978950786533,3.8641637573927,10.3304262430504,1.9250379275624e-06,9.36707051719901e-06,5.19688714973945,"Rv0974c",52
"Rv3016",0.967129613534043,5.34783275837324,10.3287764332091,1.92771843879324e-06,9.36837383959217e-06,4.90538314878963,"Rv3016",52
"Rv2959c",-0.959545067867584,5.64480563186928,-10.3152552460827,1.94984189957097e-06,9.46404512004258e-06,4.88624851215485,"Rv2959c",52
"Rv1926c",1.40580591148322,6.09416716409163,10.3010541627994,1.97337834568513e-06,9.56632723632379e-06,4.77456961103214,"Rv1926c",52
"Rv0726c",0.735610172293479,6.03438870651537,10.2945567033997,1.98425089200945e-06,9.60704016667418e-06,4.76382569119385,"Rv0726c",52
"Rv2271",-1.03283570026172,5.1592905181154,-10.2836864742562,2.00258797143162e-06,9.68374731390909e-06,4.94857913903992,"Rv2271",52
"Rv2614c",-0.630773248891956,7.24576753276584,-10.2764786857385,2.01484939064044e-06,9.7309206266876e-06,4.61751978349477,"Rv2614c",52
"Rv1072",0.798213784203197,10.8344969399929,10.2578134184419,2.04698630231382e-06,9.86775703436077e-06,4.54850060507037,"Rv1072",52
"Rv1334",-1.32486603852774,4.51399684901888,-10.257077534735,2.04826478745681e-06,9.86775703436077e-06,5.06966846529494,"Rv1334",52
"Rv1197",1.345726640162,9.14737379780678,10.2278008573828,2.09984664302124e-06,1.01037230667305e-05,4.49116607911796,"Rv1197",52
"Rv0073",-0.730961174198947,7.66749333579594,-10.2088768025949,2.13394641012486e-06,1.02187962885779e-05,4.52458341705746,"Rv0073",52
